codigo_actividad,codigo_participante,estado_asistencia,completo_actividad,horas_participacion,fecha_registro
ACT-018,PAR-146,Retiro temprano,False,1.86,2024-12-24
ACT-018,PAR-190,Ausente,False,0.0,2024-12-24
ACT-018,PAR-198,Presente,False,2.74,2024-12-24
ACT-018,PAR-156,Presente,True,4.0,2024-12-24
ACT-018,PAR-183,Ausente,False,0.0,2024-12-24
ACT-018,PAR-173,Presente,True,4.0,2024-12-24
ACT-018,PAR-182,Presente,True,4.0,2024-12-24
ACT-024,PAR-196,Presente,True,6.0,2025-01-22
ACT-024,PAR-161,Presente,True,6.0,2025-01-22
ACT-024,PAR-171,Presente,True,6.0,2025-01-22
ACT-024,PAR-166,Presente,True,6.0,2025-01-22
ACT-024,PAR-200,Presente,True,6.0,2025-01-22
ACT-024,PAR-156,Presente,True,6.0,2025-01-22
ACT-024,PAR-193,Presente,False,5.01,2025-01-22
ACT-024,PAR-154,Presente,True,6.0,2025-01-22
ACT-024,PAR-183,Presente,True,6.0,2025-01-22
ACT-024,PAR-178,Retiro temprano,False,2.93,2025-01-22
ACT-024,PAR-169,Presente,True,6.0,2025-01-22
ACT-024,PAR-150,Retiro temprano,False,3.03,2025-01-22
ACT-024,PAR-182,Ausente,False,0.0,2025-01-22
ACT-024,PAR-147,Presente,True,6.0,2025-01-22
ACT-024,PAR-188,Ausente,False,0.0,2025-01-22
ACT-024,PAR-164,Presente,True,6.0,2025-01-22
ACT-024,PAR-151,Presente,True,6.0,2025-01-22
ACT-024,PAR-146,Presente,False,5.17,2025-01-22
ACT-024,PAR-168,Presente,True,6.0,2025-01-22
ACT-039,PAR-147,Presente,True,4.0,2025-05-11
ACT-039,PAR-150,Presente,True,4.0,2025-05-11
ACT-039,PAR-154,Retiro temprano,False,1.35,2025-05-11
ACT-039,PAR-155,Presente,True,4.0,2025-05-11
ACT-039,PAR-158,Presente,True,4.0,2025-05-11
ACT-039,PAR-161,Presente,True,4.0,2025-05-11
ACT-039,PAR-164,Presente,True,4.0,2025-05-11
ACT-039,PAR-171,Presente,True,4.0,2025-05-11
ACT-039,PAR-176,Presente,True,4.0,2025-05-11
ACT-039,PAR-177,Presente,True,4.0,2025-05-11
ACT-039,PAR-178,Presente,True,4.0,2025-05-11
ACT-039,PAR-181,Presente,True,4.0,2025-05-11
ACT-039,PAR-185,Presente,True,4.0,2025-05-11
ACT-039,PAR-186,Retiro temprano,False,2.0,2025-05-11
ACT-039,PAR-188,Presente,True,4.0,2025-05-11
ACT-039,PAR-191,Ausente,False,0.0,2025-05-11
ACT-039,PAR-193,Retiro temprano,False,2.06,2025-05-11
ACT-039,PAR-197,Ausente,False,0.0,2025-05-11
ACT-039,PAR-180,Presente,True,4.0,2025-05-11
ACT-039,PAR-151,Presente,True,4.0,2025-05-11
ACT-039,PAR-196,Presente,False,3.45,2025-05-11
ACT-039,PAR-190,Presente,True,4.0,2025-05-11
ACT-039,PAR-157,Presente,True,4.0,2025-05-11
ACT-039,PAR-148,Presente,False,2.51,2025-05-11
ACT-039,PAR-172,Presente,True,4.0,2025-05-11
ACT-039,PAR-146,Presente,False,3.5,2025-05-11
ACT-039,PAR-166,Retiro temprano,False,2.26,2025-05-11
ACT-039,PAR-192,Retiro temprano,False,2.3,2025-05-11
ACT-039,PAR-165,Presente,True,4.0,2025-05-11
ACT-039,PAR-187,Presente,False,3.55,2025-05-11
ACT-039,PAR-182,Presente,False,2.41,2025-05-11
ACT-039,PAR-169,Presente,True,4.0,2025-05-11
ACT-039,PAR-175,Presente,True,4.0,2025-05-11
ACT-039,PAR-156,Presente,True,4.0,2025-05-11
ACT-039,PAR-149,Presente,False,3.42,2025-05-11
ACT-039,PAR-174,Presente,True,4.0,2025-05-11
ACT-039,PAR-167,Ausente,False,0.0,2025-05-11
ACT-039,PAR-163,Ausente,False,0.0,2025-05-11
ACT-039,PAR-183,Presente,True,4.0,2025-05-11
ACT-039,PAR-200,Retiro temprano,False,2.08,2025-05-11
ACT-039,PAR-168,Presente,True,4.0,2025-05-11
ACT-014,PAR-147,Ausente,False,0.0,2025-07-29
ACT-014,PAR-150,Presente,True,5.0,2025-07-29
ACT-014,PAR-154,Presente,False,4.06,2025-07-29
ACT-014,PAR-155,Presente,True,5.0,2025-07-29
ACT-014,PAR-158,Presente,True,5.0,2025-07-29
ACT-014,PAR-161,Presente,True,5.0,2025-07-29
ACT-014,PAR-164,Retiro temprano,False,1.73,2025-07-29
ACT-014,PAR-171,Presente,True,5.0,2025-07-29
ACT-014,PAR-176,Retiro temprano,False,2.32,2025-07-29
ACT-014,PAR-177,Presente,True,5.0,2025-07-29
ACT-014,PAR-178,Presente,True,5.0,2025-07-29
ACT-014,PAR-181,Retiro temprano,False,2.63,2025-07-29
ACT-014,PAR-185,Presente,True,5.0,2025-07-29
ACT-014,PAR-186,Presente,True,5.0,2025-07-29
ACT-014,PAR-188,Ausente,False,0.0,2025-07-29
ACT-014,PAR-191,Presente,True,5.0,2025-07-29
ACT-014,PAR-193,Presente,True,5.0,2025-07-29
ACT-014,PAR-197,Presente,True,5.0,2025-07-29
ACT-014,PAR-156,Presente,True,5.0,2025-07-29
ACT-014,PAR-168,Ausente,False,0.0,2025-07-29
ACT-014,PAR-172,Presente,True,5.0,2025-07-29
ACT-014,PAR-187,Ausente,False,0.0,2025-07-29
ACT-014,PAR-146,Presente,True,5.0,2025-07-29
ACT-014,PAR-175,Presente,True,5.0,2025-07-29
ACT-014,PAR-169,Presente,True,5.0,2025-07-29
ACT-014,PAR-157,Presente,True,5.0,2025-07-29
ACT-014,PAR-151,Presente,True,5.0,2025-07-29
ACT-014,PAR-166,Presente,True,5.0,2025-07-29
ACT-014,PAR-174,Presente,True,5.0,2025-07-29
ACT-014,PAR-163,Retiro temprano,False,1.6,2025-07-29
ACT-014,PAR-148,Presente,False,3.1,2025-07-29
ACT-014,PAR-153,Presente,True,5.0,2025-07-29
ACT-014,PAR-167,Retiro temprano,False,2.65,2025-07-29
ACT-014,PAR-198,Presente,False,3.97,2025-07-29
ACT-014,PAR-184,Presente,False,3.57,2025-07-29
ACT-014,PAR-183,Presente,False,3.56,2025-07-29
ACT-014,PAR-182,Presente,True,5.0,2025-07-29
ACT-014,PAR-149,Presente,True,5.0,2025-07-29
ACT-014,PAR-190,Retiro temprano,False,1.77,2025-07-29
ACT-005,PAR-235,Retiro temprano,False,1.32,2024-07-12
ACT-005,PAR-213,Ausente,False,0.0,2024-07-12
ACT-005,PAR-281,Presente,True,4.0,2024-07-12
ACT-005,PAR-286,Ausente,False,0.0,2024-07-12
ACT-005,PAR-283,Presente,True,4.0,2024-07-12
ACT-005,PAR-271,Presente,True,4.0,2024-07-12
ACT-005,PAR-225,Presente,True,4.0,2024-07-12
ACT-005,PAR-260,Presente,True,4.0,2024-07-12
ACT-005,PAR-204,Presente,True,4.0,2024-07-12
ACT-005,PAR-205,Presente,True,4.0,2024-07-12
ACT-005,PAR-214,Presente,True,4.0,2024-07-12
ACT-005,PAR-293,Presente,True,4.0,2024-07-12
ACT-005,PAR-257,Presente,True,4.0,2024-07-12
ACT-005,PAR-215,Presente,True,4.0,2024-07-12
ACT-005,PAR-236,Presente,True,4.0,2024-07-12
ACT-005,PAR-282,Presente,True,4.0,2024-07-12
ACT-005,PAR-263,Presente,True,4.0,2024-07-12
ACT-005,PAR-244,Presente,True,4.0,2024-07-12
ACT-005,PAR-270,Presente,True,4.0,2024-07-12
ACT-005,PAR-212,Presente,True,4.0,2024-07-12
ACT-005,PAR-243,Retiro temprano,False,1.65,2024-07-12
ACT-006,PAR-209,Presente,True,6.0,2024-08-18
ACT-006,PAR-268,Presente,True,6.0,2024-08-18
ACT-006,PAR-294,Presente,True,6.0,2024-08-18
ACT-006,PAR-231,Presente,True,6.0,2024-08-18
ACT-006,PAR-267,Presente,True,6.0,2024-08-18
ACT-006,PAR-207,Presente,False,3.81,2024-08-18
ACT-006,PAR-297,Presente,True,6.0,2024-08-18
ACT-006,PAR-241,Presente,True,6.0,2024-08-18
ACT-006,PAR-219,Presente,True,6.0,2024-08-18
ACT-006,PAR-261,Presente,False,4.29,2024-08-18
ACT-006,PAR-248,Presente,True,6.0,2024-08-18
ACT-006,PAR-288,Presente,True,6.0,2024-08-18
ACT-006,PAR-253,Presente,True,6.0,2024-08-18
ACT-006,PAR-290,Presente,True,6.0,2024-08-18
ACT-006,PAR-299,Presente,True,6.0,2024-08-18
ACT-006,PAR-291,Presente,True,6.0,2024-08-18
ACT-006,PAR-250,Presente,True,6.0,2024-08-18
ACT-006,PAR-280,Retiro temprano,False,2.27,2024-08-18
ACT-006,PAR-232,Presente,True,6.0,2024-08-18
ACT-006,PAR-237,Presente,True,6.0,2024-08-18
ACT-006,PAR-247,Retiro temprano,False,2.48,2024-08-18
ACT-040,PAR-202,Presente,True,5.0,2025-01-07
ACT-040,PAR-204,Ausente,False,0.0,2025-01-07
ACT-040,PAR-205,Ausente,False,0.0,2025-01-07
ACT-040,PAR-207,Presente,False,4.0,2025-01-07
ACT-040,PAR-212,Presente,True,5.0,2025-01-07
ACT-040,PAR-230,Presente,True,5.0,2025-01-07
ACT-040,PAR-233,Presente,True,5.0,2025-01-07
ACT-040,PAR-235,Presente,True,5.0,2025-01-07
ACT-040,PAR-236,Presente,True,5.0,2025-01-07
ACT-040,PAR-241,Presente,True,5.0,2025-01-07
ACT-040,PAR-243,Presente,True,5.0,2025-01-07
ACT-040,PAR-247,Presente,True,5.0,2025-01-07
ACT-040,PAR-253,Presente,True,5.0,2025-01-07
ACT-040,PAR-254,Presente,True,5.0,2025-01-07
ACT-040,PAR-257,Presente,True,5.0,2025-01-07
ACT-040,PAR-260,Presente,True,5.0,2025-01-07
ACT-040,PAR-267,Ausente,False,0.0,2025-01-07
ACT-040,PAR-270,Ausente,False,0.0,2025-01-07
ACT-040,PAR-283,Ausente,False,0.0,2025-01-07
ACT-040,PAR-288,Presente,True,5.0,2025-01-07
ACT-040,PAR-290,Presente,True,5.0,2025-01-07
ACT-040,PAR-291,Presente,True,5.0,2025-01-07
ACT-040,PAR-292,Presente,True,5.0,2025-01-07
ACT-040,PAR-293,Presente,True,5.0,2025-01-07
ACT-040,PAR-295,Presente,False,3.98,2025-01-07
ACT-040,PAR-300,Presente,False,3.14,2025-01-07
ACT-040,PAR-225,Presente,True,5.0,2025-01-07
ACT-040,PAR-215,Ausente,False,0.0,2025-01-07
ACT-040,PAR-258,Ausente,False,0.0,2025-01-07
ACT-040,PAR-232,Retiro temprano,False,2.25,2025-01-07
ACT-040,PAR-298,Presente,True,5.0,2025-01-07
ACT-040,PAR-277,Presente,True,5.0,2025-01-07
ACT-040,PAR-213,Ausente,False,0.0,2025-01-07
ACT-040,PAR-297,Presente,True,5.0,2025-01-07
ACT-040,PAR-214,Presente,True,5.0,2025-01-07
ACT-040,PAR-266,Presente,True,5.0,2025-01-07
ACT-040,PAR-280,Ausente,False,0.0,2025-01-07
ACT-040,PAR-222,Ausente,False,0.0,2025-01-07
ACT-040,PAR-237,Presente,True,5.0,2025-01-07
ACT-040,PAR-216,Presente,True,5.0,2025-01-07
ACT-009,PAR-204,Presente,True,7.0,2025-05-09
ACT-009,PAR-205,Ausente,False,0.0,2025-05-09
ACT-009,PAR-212,Presente,False,5.23,2025-05-09
ACT-009,PAR-230,Presente,False,5.11,2025-05-09
ACT-009,PAR-235,Presente,True,7.0,2025-05-09
ACT-009,PAR-236,Retiro temprano,False,3.4,2025-05-09
ACT-009,PAR-243,Presente,True,7.0,2025-05-09
ACT-009,PAR-257,Ausente,False,0.0,2025-05-09
ACT-009,PAR-260,Presente,True,7.0,2025-05-09
ACT-009,PAR-270,Presente,True,7.0,2025-05-09
ACT-009,PAR-283,Retiro temprano,False,2.32,2025-05-09
ACT-009,PAR-293,Ausente,False,0.0,2025-05-09
ACT-009,PAR-295,Retiro temprano,False,2.86,2025-05-09
ACT-009,PAR-300,Retiro temprano,False,2.38,2025-05-09
ACT-009,PAR-225,Presente,True,7.0,2025-05-09
ACT-009,PAR-277,Presente,True,7.0,2025-05-09
ACT-009,PAR-279,Ausente,False,0.0,2025-05-09
ACT-009,PAR-226,Presente,True,7.0,2025-05-09
ACT-009,PAR-266,Presente,True,7.0,2025-05-09
ACT-009,PAR-263,Presente,True,7.0,2025-05-09
ACT-009,PAR-282,Presente,True,7.0,2025-05-09
ACT-009,PAR-214,Presente,True,7.0,2025-05-09
ACT-009,PAR-244,Presente,True,7.0,2025-05-09
ACT-009,PAR-265,Presente,True,7.0,2025-05-09
ACT-009,PAR-258,Ausente,False,0.0,2025-05-09
ACT-009,PAR-228,Presente,True,7.0,2025-05-09
ACT-009,PAR-215,Retiro temprano,False,3.01,2025-05-09
ACT-009,PAR-221,Presente,True,7.0,2025-05-09
ACT-009,PAR-281,Ausente,False,0.0,2025-05-09
ACT-009,PAR-206,Retiro temprano,False,2.62,2025-05-09
ACT-009,PAR-278,Presente,True,7.0,2025-05-09
ACT-009,PAR-285,Presente,True,7.0,2025-05-09
ACT-009,PAR-208,Presente,False,4.9,2025-05-09
ACT-009,PAR-286,Presente,True,7.0,2025-05-09
ACT-009,PAR-245,Presente,True,7.0,2025-05-09
ACT-009,PAR-296,Presente,True,7.0,2025-05-09
ACT-009,PAR-271,Presente,True,7.0,2025-05-09
ACT-009,PAR-222,Retiro temprano,False,4.09,2025-05-09
ACT-009,PAR-213,Retiro temprano,False,2.76,2025-05-09
ACT-037,PAR-202,Presente,True,8.0,2025-05-29
ACT-037,PAR-233,Presente,True,8.0,2025-05-29
ACT-037,PAR-241,Retiro temprano,False,4.78,2025-05-29
ACT-037,PAR-247,Presente,True,8.0,2025-05-29
ACT-037,PAR-253,Presente,True,8.0,2025-05-29
ACT-037,PAR-254,Presente,True,8.0,2025-05-29
ACT-037,PAR-267,Presente,True,8.0,2025-05-29
ACT-037,PAR-288,Presente,True,8.0,2025-05-29
ACT-037,PAR-290,Presente,True,8.0,2025-05-29
ACT-037,PAR-291,Presente,True,8.0,2025-05-29
ACT-037,PAR-292,Presente,True,8.0,2025-05-29
ACT-037,PAR-242,Ausente,False,0.0,2025-05-29
ACT-037,PAR-297,Presente,True,8.0,2025-05-29
ACT-037,PAR-211,Presente,True,8.0,2025-05-29
ACT-037,PAR-268,Presente,True,8.0,2025-05-29
ACT-037,PAR-262,Ausente,False,0.0,2025-05-29
ACT-037,PAR-219,Presente,True,8.0,2025-05-29
ACT-037,PAR-237,Presente,True,8.0,2025-05-29
ACT-037,PAR-246,Presente,True,8.0,2025-05-29
ACT-037,PAR-231,Presente,True,8.0,2025-05-29
ACT-037,PAR-294,Presente,True,8.0,2025-05-29
ACT-037,PAR-240,Retiro temprano,False,2.46,2025-05-29
ACT-037,PAR-255,Ausente,False,0.0,2025-05-29
ACT-037,PAR-287,Presente,False,5.08,2025-05-29
ACT-037,PAR-298,Presente,True,8.0,2025-05-29
ACT-037,PAR-299,Presente,True,8.0,2025-05-29
ACT-037,PAR-216,Retiro temprano,False,3.56,2025-05-29
ACT-037,PAR-250,Presente,True,8.0,2025-05-29
ACT-037,PAR-210,Presente,True,8.0,2025-05-29
ACT-037,PAR-232,Presente,True,8.0,2025-05-29
ACT-037,PAR-280,Ausente,False,0.0,2025-05-29
ACT-037,PAR-269,Presente,True,8.0,2025-05-29
ACT-037,PAR-264,Presente,True,8.0,2025-05-29
ACT-037,PAR-284,Presente,True,8.0,2025-05-29
ACT-037,PAR-209,Ausente,False,0.0,2025-05-29
ACT-037,PAR-248,Ausente,False,0.0,2025-05-29
ACT-037,PAR-224,Presente,False,5.36,2025-05-29
ACT-011,PAR-202,Presente,True,6.0,2025-06-24
ACT-011,PAR-204,Presente,True,6.0,2025-06-24
ACT-011,PAR-205,Presente,True,6.0,2025-06-24
ACT-011,PAR-212,Presente,True,6.0,2025-06-24
ACT-011,PAR-230,Retiro temprano,False,2.01,2025-06-24
ACT-011,PAR-233,Presente,True,6.0,2025-06-24
ACT-011,PAR-235,Presente,True,6.0,2025-06-24
ACT-011,PAR-236,Presente,True,6.0,2025-06-24
ACT-011,PAR-241,Presente,True,6.0,2025-06-24
ACT-011,PAR-243,Presente,True,6.0,2025-06-24
ACT-011,PAR-247,Presente,False,4.6,2025-06-24
ACT-011,PAR-253,Presente,True,6.0,2025-06-24
ACT-011,PAR-254,Presente,True,6.0,2025-06-24
ACT-011,PAR-257,Ausente,False,0.0,2025-06-24
ACT-011,PAR-260,Presente,True,6.0,2025-06-24
ACT-011,PAR-267,Ausente,False,0.0,2025-06-24
ACT-011,PAR-270,Presente,False,4.51,2025-06-24
ACT-011,PAR-283,Presente,True,6.0,2025-06-24
ACT-011,PAR-288,Presente,True,6.0,2025-06-24
ACT-011,PAR-290,Presente,True,6.0,2025-06-24
ACT-011,PAR-291,Ausente,False,0.0,2025-06-24
ACT-011,PAR-292,Presente,True,6.0,2025-06-24
ACT-011,PAR-293,Presente,True,6.0,2025-06-24
ACT-011,PAR-295,Ausente,False,0.0,2025-06-24
ACT-011,PAR-300,Presente,True,6.0,2025-06-24
ACT-011,PAR-271,Presente,True,6.0,2025-06-24
ACT-011,PAR-226,Presente,True,6.0,2025-06-24
ACT-011,PAR-262,Presente,True,6.0,2025-06-24
ACT-011,PAR-261,Presente,False,3.67,2025-06-24
ACT-011,PAR-221,Presente,True,6.0,2025-06-24
ACT-011,PAR-244,Presente,True,6.0,2025-06-24
ACT-011,PAR-211,Presente,True,6.0,2025-06-24
ACT-011,PAR-268,Presente,False,4.41,2025-06-24
ACT-011,PAR-246,Presente,True,6.0,2025-06-24
ACT-011,PAR-250,Presente,False,5.0,2025-06-24
ACT-011,PAR-223,Presente,True,6.0,2025-06-24
ACT-011,PAR-216,Presente,True,6.0,2025-06-24
ACT-011,PAR-282,Presente,True,6.0,2025-06-24
ACT-011,PAR-280,Retiro temprano,False,2.05,2025-06-24
ACT-011,PAR-228,Retiro temprano,False,2.17,2025-06-24
ACT-011,PAR-297,Ausente,False,0.0,2025-06-24
ACT-011,PAR-213,Presente,True,6.0,2025-06-24
ACT-011,PAR-287,Presente,True,6.0,2025-06-24
ACT-011,PAR-225,Presente,True,6.0,2025-06-24
ACT-011,PAR-218,Retiro temprano,False,3.34,2025-06-24
ACT-011,PAR-266,Presente,True,6.0,2025-06-24
ACT-011,PAR-284,Ausente,False,0.0,2025-06-24
ACT-011,PAR-255,Presente,True,6.0,2025-06-24
ACT-011,PAR-259,Presente,False,5.16,2025-06-24
ACT-011,PAR-296,Presente,True,6.0,2025-06-24
ACT-036,PAR-204,Ausente,False,0.0,2025-10-06
ACT-036,PAR-205,Presente,True,7.0,2025-10-06
ACT-036,PAR-212,Presente,True,7.0,2025-10-06
ACT-036,PAR-230,Presente,True,7.0,2025-10-06
ACT-036,PAR-236,Ausente,False,0.0,2025-10-06
ACT-036,PAR-243,Presente,True,7.0,2025-10-06
ACT-036,PAR-257,Presente,True,7.0,2025-10-06
ACT-036,PAR-260,Presente,True,7.0,2025-10-06
ACT-036,PAR-270,Ausente,False,0.0,2025-10-06
ACT-036,PAR-283,Presente,True,7.0,2025-10-06
ACT-036,PAR-293,Presente,True,7.0,2025-10-06
ACT-036,PAR-295,Retiro temprano,False,3.84,2025-10-06
ACT-036,PAR-300,Retiro temprano,False,3.31,2025-10-06
ACT-036,PAR-272,Presente,True,7.0,2025-10-06
ACT-036,PAR-238,Presente,True,7.0,2025-10-06
ACT-036,PAR-265,Ausente,False,0.0,2025-10-06
ACT-036,PAR-226,Retiro temprano,False,3.75,2025-10-06
ACT-036,PAR-285,Presente,True,7.0,2025-10-06
ACT-036,PAR-266,Presente,True,7.0,2025-10-06
ACT-036,PAR-244,Ausente,False,0.0,2025-10-06
ACT-036,PAR-220,Presente,True,7.0,2025-10-06
ACT-036,PAR-234,Presente,True,7.0,2025-10-06
ACT-036,PAR-296,Presente,True,7.0,2025-10-06
ACT-036,PAR-201,Presente,True,7.0,2025-10-06
ACT-031,PAR-202,Retiro temprano,False,1.93,2025-12-12
ACT-031,PAR-204,Presente,True,6.0,2025-12-12
ACT-031,PAR-205,Retiro temprano,False,2.36,2025-12-12
ACT-031,PAR-212,Presente,True,6.0,2025-12-12
ACT-031,PAR-230,Presente,True,6.0,2025-12-12
ACT-031,PAR-233,Presente,False,3.86,2025-12-12
ACT-031,PAR-236,Presente,True,6.0,2025-12-12
ACT-031,PAR-241,Presente,True,6.0,2025-12-12
ACT-031,PAR-243,Presente,True,6.0,2025-12-12
ACT-031,PAR-247,Ausente,False,0.0,2025-12-12
ACT-031,PAR-253,Presente,True,6.0,2025-12-12
ACT-031,PAR-254,Presente,True,6.0,2025-12-12
ACT-031,PAR-257,Ausente,False,0.0,2025-12-12
ACT-031,PAR-260,Presente,True,6.0,2025-12-12
ACT-031,PAR-267,Presente,False,4.17,2025-12-12
ACT-031,PAR-270,Retiro temprano,False,2.3,2025-12-12
ACT-031,PAR-283,Ausente,False,0.0,2025-12-12
ACT-031,PAR-288,Presente,True,6.0,2025-12-12
ACT-031,PAR-290,Presente,True,6.0,2025-12-12
ACT-031,PAR-291,Presente,True,6.0,2025-12-12
ACT-031,PAR-292,Presente,True,6.0,2025-12-12
ACT-031,PAR-293,Presente,True,6.0,2025-12-12
ACT-031,PAR-295,Presente,True,6.0,2025-12-12
ACT-031,PAR-300,Ausente,False,0.0,2025-12-12
ACT-031,PAR-237,Presente,True,6.0,2025-12-12
ACT-031,PAR-215,Presente,True,6.0,2025-12-12
ACT-031,PAR-239,Presente,True,6.0,2025-12-12
ACT-031,PAR-219,Presente,False,5.38,2025-12-12
ACT-031,PAR-234,Presente,True,6.0,2025-12-12
ACT-031,PAR-299,Presente,True,6.0,2025-12-12
ACT-031,PAR-246,Presente,True,6.0,2025-12-12
ACT-031,PAR-250,Presente,True,6.0,2025-12-12
ACT-031,PAR-284,Presente,True,6.0,2025-12-12
ACT-031,PAR-210,Ausente,False,0.0,2025-12-12
ACT-031,PAR-286,Presente,True,6.0,2025-12-12
ACT-031,PAR-278,Ausente,False,0.0,2025-12-12
ACT-031,PAR-232,Presente,True,6.0,2025-12-12
ACT-031,PAR-231,Presente,True,6.0,2025-12-12
ACT-031,PAR-272,Presente,True,6.0,2025-12-12
ACT-031,PAR-282,Retiro temprano,False,2.77,2025-12-12
ACT-031,PAR-265,Presente,True,6.0,2025-12-12
ACT-031,PAR-216,Presente,True,6.0,2025-12-12
ACT-031,PAR-229,Presente,True,6.0,2025-12-12
ACT-031,PAR-285,Presente,True,6.0,2025-12-12
ACT-033,PAR-204,Presente,True,8.0,2025-12-25
ACT-033,PAR-205,Presente,True,8.0,2025-12-25
ACT-033,PAR-212,Retiro temprano,False,4.11,2025-12-25
ACT-033,PAR-230,Presente,True,8.0,2025-12-25
ACT-033,PAR-236,Presente,True,8.0,2025-12-25
ACT-033,PAR-243,Presente,True,8.0,2025-12-25
ACT-033,PAR-257,Presente,True,8.0,2025-12-25
ACT-033,PAR-260,Retiro temprano,False,3.78,2025-12-25
ACT-033,PAR-270,Presente,True,8.0,2025-12-25
ACT-033,PAR-283,Presente,True,8.0,2025-12-25
ACT-033,PAR-293,Presente,True,8.0,2025-12-25
ACT-033,PAR-295,Presente,True,8.0,2025-12-25
ACT-033,PAR-300,Ausente,False,0.0,2025-12-25
ACT-033,PAR-256,Presente,True,8.0,2025-12-25
ACT-033,PAR-296,Presente,True,8.0,2025-12-25
ACT-033,PAR-282,Presente,True,8.0,2025-12-25
ACT-033,PAR-275,Retiro temprano,False,3.4,2025-12-25
ACT-033,PAR-203,Presente,True,8.0,2025-12-25
ACT-033,PAR-228,Ausente,False,0.0,2025-12-25
ACT-033,PAR-281,Presente,True,8.0,2025-12-25
ACT-033,PAR-214,Presente,True,8.0,2025-12-25
ACT-033,PAR-285,Presente,False,7.09,2025-12-25
ACT-033,PAR-245,Retiro temprano,False,3.52,2025-12-25
ACT-033,PAR-226,Presente,True,8.0,2025-12-25
ACT-033,PAR-215,Presente,True,8.0,2025-12-25
ACT-033,PAR-265,Ausente,False,0.0,2025-12-25
ACT-033,PAR-272,Retiro temprano,False,3.75,2025-12-25
ACT-033,PAR-271,Presente,True,8.0,2025-12-25
ACT-033,PAR-259,Presente,True,8.0,2025-12-25
ACT-033,PAR-252,Presente,False,5.27,2025-12-25
ACT-033,PAR-244,Presente,True,8.0,2025-12-25
ACT-033,PAR-251,Retiro temprano,False,2.42,2025-12-25
ACT-033,PAR-278,Presente,True,8.0,2025-12-25
ACT-033,PAR-227,Presente,True,8.0,2025-12-25
ACT-033,PAR-221,Presente,False,4.8,2025-12-25
ACT-033,PAR-225,Presente,True,8.0,2025-12-25
ACT-033,PAR-286,Presente,True,8.0,2025-12-25
ACT-033,PAR-201,Presente,True,8.0,2025-12-25
ACT-033,PAR-220,Presente,True,8.0,2025-12-25
ACT-033,PAR-277,Presente,True,8.0,2025-12-25
ACT-007,PAR-011,Presente,True,4.0,2024-09-10
ACT-007,PAR-014,Presente,True,4.0,2024-09-10
ACT-007,PAR-018,Presente,True,4.0,2024-09-10
ACT-007,PAR-032,Presente,True,4.0,2024-09-10
ACT-007,PAR-084,Presente,True,4.0,2024-09-10
ACT-007,PAR-095,Presente,True,4.0,2024-09-10
ACT-007,PAR-105,Presente,True,4.0,2024-09-10
ACT-007,PAR-115,Ausente,False,0.0,2024-09-10
ACT-007,PAR-129,Presente,True,4.0,2024-09-10
ACT-007,PAR-136,Presente,False,2.65,2024-09-10
ACT-007,PAR-109,Presente,True,4.0,2024-09-10
ACT-007,PAR-023,Presente,True,4.0,2024-09-10
ACT-007,PAR-132,Presente,True,4.0,2024-09-10
ACT-007,PAR-069,Presente,True,4.0,2024-09-10
ACT-007,PAR-135,Presente,True,4.0,2024-09-10
ACT-007,PAR-043,Ausente,False,0.0,2024-09-10
ACT-007,PAR-062,Presente,True,4.0,2024-09-10
ACT-007,PAR-050,Presente,True,4.0,2024-09-10
ACT-007,PAR-145,Presente,False,2.44,2024-09-10
ACT-007,PAR-102,Presente,True,4.0,2024-09-10
ACT-007,PAR-042,Presente,True,4.0,2024-09-10
ACT-007,PAR-059,Presente,False,2.57,2024-09-10
ACT-007,PAR-141,Ausente,False,0.0,2024-09-10
ACT-008,PAR-010,Presente,True,5.0,2024-10-16
ACT-008,PAR-011,Presente,True,5.0,2024-10-16
ACT-008,PAR-014,Presente,True,5.0,2024-10-16
ACT-008,PAR-017,Retiro temprano,False,2.85,2024-10-16
ACT-008,PAR-018,Presente,True,5.0,2024-10-16
ACT-008,PAR-032,Presente,True,5.0,2024-10-16
ACT-008,PAR-033,Presente,True,5.0,2024-10-16
ACT-008,PAR-077,Presente,True,5.0,2024-10-16
ACT-008,PAR-082,Presente,False,3.59,2024-10-16
ACT-008,PAR-084,Ausente,False,0.0,2024-10-16
ACT-008,PAR-095,Presente,True,5.0,2024-10-16
ACT-008,PAR-096,Retiro temprano,False,1.78,2024-10-16
ACT-008,PAR-100,Presente,True,5.0,2024-10-16
ACT-008,PAR-105,Ausente,False,0.0,2024-10-16
ACT-008,PAR-115,Presente,True,5.0,2024-10-16
ACT-008,PAR-119,Presente,True,5.0,2024-10-16
ACT-008,PAR-128,Presente,True,5.0,2024-10-16
ACT-008,PAR-129,Presente,True,5.0,2024-10-16
ACT-008,PAR-131,Retiro temprano,False,2.83,2024-10-16
ACT-008,PAR-136,Presente,True,5.0,2024-10-16
ACT-008,PAR-104,Presente,True,5.0,2024-10-16
ACT-008,PAR-145,Presente,True,5.0,2024-10-16
ACT-008,PAR-127,Presente,True,5.0,2024-10-16
ACT-008,PAR-132,Presente,True,5.0,2024-10-16
ACT-010,PAR-011,Presente,True,4.0,2025-01-19
ACT-010,PAR-014,Presente,True,4.0,2025-01-19
ACT-010,PAR-018,Presente,False,2.99,2025-01-19
